,id,Entry Name,Protein names,Gene Names
698,ENSP00000393099,MABP1_HUMAN,Mitogen-activated protein kinase-binding protein 1 (JNK-binding protein 1) (JNKBP-1),MAPKBP1 JNKBP1 KIAA0596
699,ENSP00000263733,XYLK_HUMAN,Glycosaminoglycan xylosylkinase (EC 2.7.1.-) (Xylose kinase),FAM20B KIAA0475
700,ENSP00000358820,ES8L3_HUMAN,Epidermal growth factor receptor kinase substrate 8-like protein 3 (EPS8-like protein 3) (Epidermal growth factor receptor pathway substrate 8-related protein 3) (EPS8-related protein 3),EPS8L3 EPS8R3
701,ENSP00000468927,STAP2_HUMAN,Signal-transducing adaptor protein 2 (STAP-2) (Breast tumor kinase substrate) (BRK substrate),STAP2 BKS
702,ENSP00000269373,KT3K_HUMAN,Ketosamine-3-kinase (EC 2.7.1.172) (Fructosamine-3-kinase-related protein) (FN3K-RP) (FN3K-related protein) (Protein-psicosamine 3-kinase FN3KRP) (EC 2.7.1.-),FN3KRP
703,ENSP00000263881,M4K3_HUMAN,Mitogen-activated protein kinase kinase kinase kinase 3 (EC 2.7.11.1) (Germinal center kinase-related protein kinase) (GLK) (MAPK/ERK kinase kinase kinase 3) (MEK kinase kinase 3) (MEKKK 3),MAP4K3 RAB8IPL1
704,ENSP00000336923,RHG10_HUMAN,Rho GTPase-activating protein 10 (GTPase regulator associated with focal adhesion kinase 2) (Graf-related protein 2) (Rho-type GTPase-activating protein 10),ARHGAP10 GRAF2
705,ENSP00000305976,SIK2_HUMAN,Serine/threonine-protein kinase SIK2 (EC 2.7.11.1) (Qin-induced kinase) (Salt-inducible kinase 2) (SIK-2) (Serine/threonine-protein kinase SNF1-like kinase 2),SIK2 KIAA0781 QIK SNF1LK2
706,ENSP00000356130,DUSTY_HUMAN,Dual serine/threonine and tyrosine protein kinase (EC 2.7.12.1) (Dusty protein kinase) (Dusty PK) (RIP-homologous kinase) (Receptor-interacting serine/threonine-protein kinase 5) (Sugen kinase 496) (SgK496),DSTYK KIAA0472 RIP5 RIPK5 SGK496 HDCMD38P
707,ENSP00000320081,DIK2A_HUMAN,Divergent protein kinase domain 2A (Deleted in autism protein 1) (Golgi Protein of 49 kDa) (GoPro49) (Hypoxia and AKT-induced stem cell factor) (HASF),DIPK2A C3orf58 DIA1
708,ENSP00000354061,SCYL2_HUMAN,SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa),SCYL2 CVAK104 KIAA1360
709,ENSP00000361158,TESK2_HUMAN,Dual specificity testis-specific protein kinase 2 (EC 2.7.12.1) (Testicular protein kinase 2),TESK2
710,ENSP00000400513,FAKD1_HUMAN,"FAST kinase domain-containing protein 1, mitochondrial",FASTKD1 KIAA1800
711,ENSP00000376317,TAOK3_HUMAN,Serine/threonine-protein kinase TAO3 (EC 2.7.11.1) (Cutaneous T-cell lymphoma-associated antigen HD-CL-09) (CTCL-associated antigen HD-CL-09) (Dendritic cell-derived protein kinase) (JNK/SAPK-inhibitory kinase) (Jun kinase-inhibitory kinase) (Kinase from chicken homolog A) (hKFC-A) (Thousand and one amino acid protein 3),TAOK3 DPK JIK KDS MAP3K18
712,ENSP00000265334,CDKL3_HUMAN,Cyclin-dependent kinase-like 3 (EC 2.7.11.22) (Serine/threonine-protein kinase NKIAMRE),CDKL3 NKIAMRE
713,ENSP00000347767,NEK5_HUMAN,Serine/threonine-protein kinase Nek5 (EC 2.7.11.1) (Never in mitosis A-related kinase 5) (NimA-related protein kinase 5),NEK5
714,ENSP00000253055,M3K10_HUMAN,Mitogen-activated protein kinase kinase kinase 10 (EC 2.7.11.25) (Mixed lineage kinase 2) (Protein kinase MST),MAP3K10 MLK2 MST
715,ENSP00000355927,KS6C1_HUMAN,Ribosomal protein S6 kinase delta-1 (S6K-delta-1) (EC 2.7.11.1) (52 kDa ribosomal protein S6 kinase) (Ribosomal S6 kinase-like protein with two PSK domains 118 kDa protein) (SPHK1-binding protein),RPS6KC1 RPK118
716,ENSP00000484715,SRCN1_HUMAN,SRC kinase signaling inhibitor 1 (SNAP-25-interacting protein) (SNIP) (p130Cas-associated protein) (p140Cap),SRCIN1 KIAA1684 P140 SNIP
717,ENSP00000296088,SNRK_HUMAN,SNF-related serine/threonine-protein kinase (EC 2.7.11.1) (SNF1-related kinase),SNRK KIAA0096 SNFRK
718,ENSP00000368356,KPCD3_HUMAN,Serine/threonine-protein kinase D3 (EC 2.7.11.13) (Protein kinase C nu type) (Protein kinase EPK2) (nPKC-nu),PRKD3 EPK2 PRKCN
719,ENSP00000261402,NUAK1_HUMAN,NUAK family SNF1-like kinase 1 (EC 2.7.11.1) (AMPK-related protein kinase 5) (ARK5) (Omphalocele kinase 1),NUAK1 ARK5 KIAA0537 OMPHK1
720,ENSP00000297954,WNK2_HUMAN,Serine/threonine-protein kinase WNK2 (EC 2.7.11.1) (Antigen NY-CO-43) (Protein kinase lysine-deficient 2) (Protein kinase with no lysine 2) (Serologically defined colon cancer antigen 43),WNK2 KIAA1760 PRKWNK2 SDCCAG43 P/OKcl.13
721,ENSP00000369126,KC1AL_HUMAN,Casein kinase I isoform alpha-like (CKI-alpha-like) (EC 2.7.11.1) (CK1),CSNK1A1L
722,ENSP00000364449,SIK3_HUMAN,Serine/threonine-protein kinase SIK3 (EC 2.7.11.1) (Salt-inducible kinase 3) (SIK-3) (Serine/threonine-protein kinase QSK),SIK3 KIAA0999 QSK L19
723,ENSP00000287996,IPPK_HUMAN,"Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158) (IPK1 homolog) (Inositol-1,3,4,5,6-pentakisphosphate 2-kinase) (Ins(1,3,4,5,6)P5 2-kinase) (InsP5 2-kinase)",IPPK C9orf12
724,ENSP00000477653,DUS14_HUMAN,Dual specificity protein phosphatase 14 (EC 3.1.3.16) (EC 3.1.3.48) (MKP-1-like protein tyrosine phosphatase) (MKP-L) (Mitogen-activated protein kinase phosphatase 6) (MAP kinase phosphatase 6) (MKP-6),DUSP14 MKP6
725,ENSP00000261692,CDKA1_HUMAN,Cyclin-dependent kinase 2-associated protein 1 (CDK2-associated protein 1) (Deleted in oral cancer 1) (DOC-1) (Putative oral cancer suppressor),CDK2AP1 CDKAP1 DOC1
726,ENSP00000445440,PHKG1_HUMAN,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (PHK-gamma-M) (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1, EC 2.7.11.26)",PHKG1 PHKG
727,ENSP00000345133,MRCKG_HUMAN,Serine/threonine-protein kinase MRCK gamma (EC 2.7.11.1) (CDC42-binding protein kinase gamma) (DMPK-like gamma) (Myotonic dystrophy kinase-related CDC42-binding kinase gamma) (MRCK gamma) (MRCKG) (Myotonic dystrophy protein kinase-like gamma) (Myotonic dystrophy protein kinase-like alpha),CDC42BPG DMPK2
728,ENSP00000294066,M4K2_HUMAN,Mitogen-activated protein kinase kinase kinase kinase 2 (EC 2.7.11.1) (B lymphocyte serine/threonine-protein kinase) (Germinal center kinase) (GC kinase) (MAPK/ERK kinase kinase kinase 2) (MEK kinase kinase 2) (MEKKK 2) (Rab8-interacting protein),MAP4K2 GCK RAB8IP
729,ENSP00000261891,DAPK2_HUMAN,Death-associated protein kinase 2 (DAP kinase 2) (EC 2.7.11.1) (DAP-kinase-related protein 1) (DRP-1),DAPK2
730,ENSP00000357882,PSTK_HUMAN,L-seryl-tRNA(Sec) kinase (EC 2.7.1.164) (O-phosphoseryl-tRNA(Sec) kinase),PSTK C10orf89
731,ENSP00000319192,ST17A_HUMAN,Serine/threonine-protein kinase 17A (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 1),STK17A DRAK1
732,ENSP00000297532,FASTK_HUMAN,Fas-activated serine/threonine kinase (FAST kinase) (EC 2.7.11.1) (EC 2.7.11.8),FASTK
733,ENSP00000452796,PEAK1_HUMAN,Inactive tyrosine-protein kinase PEAK1 (Pseudopodium-enriched atypical kinase 1) (Sugen kinase 269) (Tyrosine-protein kinase SgK269),PEAK1 KIAA2002
734,ENSP00000382544,TSSK2_HUMAN,Testis-specific serine/threonine-protein kinase 2 (TSK-2) (TSK2) (TSSK-2) (Testis-specific kinase 2) (EC 2.7.11.1) (DiGeorge syndrome protein G) (DGS-G) (Serine/threonine-protein kinase 22B),TSSK2 DGSG SPOGA2 STK22B
735,ENSP00000346644,RPKL1_HUMAN,Ribosomal protein S6 kinase-like 1 (EC 2.7.11.1),RPS6KL1
736,ENSP00000479248,JKIP2_HUMAN,Janus kinase and microtubule-interacting protein 2 (CTCL tumor antigen HD-CL-04) (Neuroendocrine long coiled-coil protein 1),JAKMIP2 JAMIP2 KIAA0555 NECC1
737,ENSP00000421981,PAQR3_HUMAN,Progestin and adipoQ receptor family member 3 (Progestin and adipoQ receptor family member III) (Raf kinase trapping to Golgi) (RKTG),PAQR3
738,ENSP00000351052,ZC3C1_HUMAN,Zinc finger C3HC-type protein 1 (Nuclear-interacting partner of ALK) (hNIPA) (Nuclear-interacting partner of anaplastic lymphoma kinase),ZC3HC1 NIPA HSPC216
739,ENSP00000270112,HUNK_HUMAN,Hormonally up-regulated neu tumor-associated kinase (EC 2.7.11.1) (B19) (Serine/threonine-protein kinase MAK-V),HUNK MAKV
740,ENSP00000298622,JKIP3_HUMAN,Janus kinase and microtubule-interacting protein 3 (Neuroendocrine long coiled-coil protein 2),JAKMIP3 C10orf14 C10orf39 JAMIP3 NECC2
741,ENSP00000300784,FN3K_HUMAN,Fructosamine-3-kinase (EC 2.7.1.171) (Protein-psicosamine 3-kinase FN3K) (Protein-ribulosamine 3-kinase FN3K) (EC 2.7.1.172),FN3K
742,ENSP00000481109,PRAG1_HUMAN,Inactive tyrosine-protein kinase PRAG1 (PEAK1-related kinase-activating pseudokinase 1) (Pragmin) (Sugen kinase 223) (SgK223),PRAG1 SGK223
743,ENSP00000364219,CK2N1_HUMAN,Calcium/calmodulin-dependent protein kinase II inhibitor 1 (CaMKII inhibitory protein alpha) (CaMKIIN-alpha),CAMK2N1
744,ENSP00000419371,AZI2_HUMAN,5-azacytidine-induced protein 2 (NF-kappa-B-activating kinase-associated protein 1) (Nak-associated protein 1) (Nap1) (TILP),AZI2 NAP1 TBKBP2
745,ENSP00000358571,HIPK1_HUMAN,Homeodomain-interacting protein kinase 1 (EC 2.7.11.1) (Nuclear body-associated kinase 2),HIPK1 KIAA0630 MYAK NBAK2
746,ENSP00000475915,CNKR3_HUMAN,Connector enhancer of kinase suppressor of ras 3 (Connector enhancer of KSR 3) (CNK homolog protein 3) (CNK3) (CNKSR family member 3) (Maguin-like protein),CNKSR3 MAGI1
747,ENSP00000346160,DUS19_HUMAN,Dual specificity protein phosphatase 19 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity phosphatase TS-DSP1) (Low molecular weight dual specificity phosphatase 3) (LMW-DSP3) (Protein phosphatase SKRP1) (Stress-activated protein kinase pathway-regulating phosphatase 1) (SAPK pathway-regulating phosphatase 1),DUSP19 DUSP17 LMWDSP3 SKRP1
748,ENSP00000262244,MOB3B_HUMAN,MOB kinase activator 3B (Mob1 homolog 2b) (Mps one binder kinase activator-like 2B) (MOB kinase activator-like 2B),MOB3B C9orf35 MOBKL2B
749,ENSP00000324196,LMTK1_HUMAN,Serine/threonine-protein kinase LMTK1 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase) (AATYK) (Brain apoptosis-associated tyrosine kinase) (CDK5-binding protein) (Lemur tyrosine kinase 1) (p35-binding protein) (p35BP),AATK AATYK KIAA0641 LMR1 LMTK1
750,ENSP00000412365,CDKL2_HUMAN,Cyclin-dependent kinase-like 2 (EC 2.7.11.22) (Protein kinase p56 KKIAMRE) (Serine/threonine-protein kinase KKIAMRE),CDKL2
751,ENSP00000303887,DCLK2_HUMAN,Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin domain-containing protein 3B) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2),DCLK2 DCAMKL2 DCDC3B DCK2
752,ENSP00000443647,AUNIP_HUMAN,Aurora kinase A and ninein-interacting protein (AIBp),AUNIP C1orf135
753,ENSP00000360757,DIK1B_HUMAN,Divergent protein kinase domain 1B (Protein FAM69B),DIPK1B C9orf136 FAM69B PP6977
754,ENSP00000441755,DYRK4_HUMAN,Dual specificity tyrosine-phosphorylation-regulated kinase 4 (EC 2.7.12.1),DYRK4
755,ENSP00000307292,CAVN3_HUMAN,Caveolae-associated protein 3 (Cavin-3) (Protein kinase C delta-binding protein) (Serum deprivation response factor-related gene product that binds to C-kinase) (hSRBC),CAVIN3 PRKCDBP SRBC
756,ENSP00000296129,CDCP1_HUMAN,CUB domain-containing protein 1 (Membrane glycoprotein gp140) (Subtractive immunization M plus HEp3-associated 135 kDa protein) (SIMA135) (Transmembrane and associated with src kinases) (CD antigen CD318),CDCP1 TRASK UNQ2486/PRO5773
757,ENSP00000455459,HYKK_HUMAN,Hydroxylysine kinase (5-hydroxy-L-lysine kinase) (EC 2.7.1.81) (Aminoglycoside phosphotransferase domain-containing protein 1),HYKK AGPHD1
758,ENSP00000381086,DIK2B_HUMAN,Divergent protein kinase domain 2B (Deleted in autism-related protein 1),DIPK2B CXorf36 DIA1R UNQ1862/PRO3743
759,ENSP00000359333,DIK1A_HUMAN,Divergent protein kinase domain 1A (Protein FAM69A),DIPK1A FAM69A
760,ENSP00000362638,MRP_HUMAN,MARCKS-related protein (MARCKS-like protein 1) (Macrophage myristoylated alanine-rich C kinase substrate) (Mac-MARCKS) (MacMARCKS),MARCKSL1 MLP MRP
761,ENSP00000484443,NEK3_HUMAN,Serine/threonine-protein kinase Nek3 (EC 2.7.11.1) (HSPK 36) (Never in mitosis A-related kinase 3) (NimA-related protein kinase 3),NEK3
762,ENSP00000075503,STYK1_HUMAN,Tyrosine-protein kinase STYK1 (EC 2.7.10.2) (Novel oncogene with kinase domain) (Protein PK-unique) (Serine/threonine/tyrosine kinase 1),STYK1 NOK
763,ENSP00000216756,CINP_HUMAN,Cyclin-dependent kinase 2-interacting protein (CDK2-interacting protein),CINP
764,ENSP00000398048,ALPK1_HUMAN,Alpha-protein kinase 1 (EC 2.7.11.1) (Chromosome 4 kinase) (Lymphocyte alpha-protein kinase),ALPK1 KIAA1527 LAK
765,ENSP00000215912,P3IP1_HUMAN,Phosphoinositide-3-kinase-interacting protein 1 (PI3K-interacting protein 1) (Kringle domain-containing protein HGFL),PIK3IP1 HGFL
766,ENSP00000377396,GAK1B_HUMAN,Golgi-associated kinase 1B (Expressed in nerve and epithelium during development) (Protein FAM198B),GASK1B C4orf18 ENED FAM198B AD021 UNQ2512/PRO6001
767,ENSP00000355304,MOK_HUMAN,MAPK/MAK/MRK overlapping kinase (EC 2.7.11.22) (MOK protein kinase) (Renal tumor antigen 1) (RAGE-1),MOK RAGE RAGE1
768,ENSP00000361980,IPKG_HUMAN,cAMP-dependent protein kinase inhibitor gamma (PKI-gamma),PKIG
769,ENSP00000349575,MOB3A_HUMAN,MOB kinase activator 3A (MOB-LAK) (Mob1 homolog 2A) (Mps one binder kinase activator-like 2A),MOB3A MOBKL2A
770,ENSP00000246801,TSKS_HUMAN,Testis-specific serine kinase substrate (Testis-specific kinase substrate) (STK22 substrate 1),TSKS STK22S1 TSKS1
771,ENSP00000176763,STK10_HUMAN,Serine/threonine-protein kinase 10 (EC 2.7.11.1) (Lymphocyte-oriented kinase),STK10 LOK
772,ENSP00000356125,NUAK2_HUMAN,NUAK family SNF1-like kinase 2 (EC 2.7.11.1) (Omphalocele kinase 2) (SNF1/AMP kinase-related kinase) (SNARK),NUAK2 OMPHK2 SNARK
773,ENSP00000345107,SMAKA_HUMAN,Small membrane A-kinase anchor protein (Small membrane AKAP) (smAKAP),C2orf88
774,ENSP00000378851,MISSL_HUMAN,MAPK-interacting and spindle-stabilizing protein-like (Mitogen-activated protein kinase 1-interacting protein 1-like),MAPK1IP1L C14orf32
775,ENSP00000276616,KPSH2_HUMAN,Serine/threonine-protein kinase H2 (EC 2.7.11.1) (Protein serine kinase H2) (PSK-H2),PSKH2
776,ENSP00000301488,CDKA2_HUMAN,Cyclin-dependent kinase 2-associated protein 2 (CDK2-associated protein 2) (DOC-1-related protein) (DOC-1R),CDK2AP2 DOC1R
777,ENSP00000201647,ES8L1_HUMAN,Epidermal growth factor receptor kinase substrate 8-like protein 1 (EPS8-like protein 1) (Epidermal growth factor receptor pathway substrate 8-related protein 1) (EPS8-related protein 1),EPS8L1 DRC3 EPS8R1 PP10566
778,ENSP00000355583,M3K21_HUMAN,Mitogen-activated protein kinase kinase kinase 21 (EC 2.7.11.25) (Mitogen-activated protein kinase kinase kinase MLK4) (Mixed lineage kinase 4),MAP3K21 KIAA1804 MLK4
779,ENSP00000291041,KPSH1_HUMAN,Serine/threonine-protein kinase H1 (EC 2.7.11.1) (Protein serine kinase H1) (PSK-H1),PSKH1
780,ENSP00000013125,M4K5_HUMAN,Mitogen-activated protein kinase kinase kinase kinase 5 (EC 2.7.11.1) (Kinase homologous to SPS1/STE20) (KHS) (MAPK/ERK kinase kinase kinase 5) (MEK kinase kinase 5) (MEKKK 5),MAP4K5
781,ENSP00000372857,NEK11_HUMAN,Serine/threonine-protein kinase Nek11 (EC 2.7.11.1) (Never in mitosis A-related kinase 11) (NimA-related protein kinase 11),NEK11
782,ENSP00000364361,M3K20_HUMAN,Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase 7) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK),MAP3K20 MLK7 MLTK ZAK HCCS4
783,ENSP00000361795,DBND2_HUMAN,Dysbindin domain-containing protein 2 (Casein kinase-1 binding protein) (CK1BP) (HSMNP1),DBNDD2 C20orf35
784,ENSP00000479542,KIZ_HUMAN,Centrosomal protein kizuna (Polo-like kinase 1 substrate 1),KIZ C20orf19 NCRNA00153 PLK1S1 HT013
785,ENSP00000299157,IKIP_HUMAN,Inhibitor of nuclear factor kappa-B kinase-interacting protein (I kappa-B kinase-interacting protein) (IKBKB-interacting protein) (IKK-interacting protein),IKBIP IKIP
786,ENSP00000271139,MOB3C_HUMAN,MOB kinase activator 3C (Mob1 homolog 2C) (Mps one binder kinase activator-like 2C),MOB3C MOBKL2C
787,ENSP00000459799,TNK1_HUMAN,Non-receptor tyrosine-protein kinase TNK1 (EC 2.7.10.2) (CD38 negative kinase 1),TNK1
788,ENSP00000480824,IPKB_HUMAN,cAMP-dependent protein kinase inhibitor beta (PKI-beta),PKIB PRKACN2
789,ENSP00000368080,CDKL4_HUMAN,Cyclin-dependent kinase-like 4 (EC 2.7.11.22),CDKL4
790,ENSP00000361025,STKL1_HUMAN,Serine/threonine kinase-like domain-containing protein STKLD1 (Serine/threonine kinase-like domain-containing protein 1) (Sugen kinase 071),STKLD1 C9orf96 SGK071
791,ENSP00000217188,SRMS_HUMAN,Tyrosine-protein kinase Srms (EC 2.7.10.2),SRMS C20orf148
792,ENSP00000434830,NRK_HUMAN,Nik-related protein kinase (EC 2.7.11.1),NRK
793,ENSP00000263800,LTK_HUMAN,Leukocyte tyrosine kinase receptor (EC 2.7.10.1) (Protein tyrosine kinase 1),LTK TYK1
794,ENSP00000407301,GAK1A_HUMAN,Golgi-associated kinase 1A (Protein FAM198A),GASK1A C3orf41 FAM198A
795,ENSP00000310459,AKIP1_HUMAN,A-kinase-interacting protein 1 (Breast cancer-associated gene 3 protein) (PKA-interacting protein) (Proline-rich protein BCA3),AKIP1 BCA3 C11orf17
796,ENSP00000374273,CRBG3_HUMAN,Very large A-kinase anchor protein (vlAKAP) (Beta/gamma crystallin domain-containing protein 3),CRYBG3
797,ENSP00000399075,AKAI1_HUMAN,A-kinase anchor protein inhibitor 1,AKAIN1 C18orf42
