,id,probability,answers,pred,label,Entry,Protein names,UniProtKB,geneName
729,ENSP00000295108,0.9999515903613981,0.0,1.0,1.0,Q13562,Neurogenic differentiation factor 1 (NeuroD) (NeuroD1) (Class A basic helix-loop-helix protein 3) (bHLHa3),Q13562,NEUROD1
730,ENSP00000328708,0.9999507562371843,0.0,1.0,1.0,Q9NSD7,Relaxin-3 receptor 1 (RLN3 receptor 1) (G protein-coupled receptor SALPR) (G-protein coupled receptor GPCR135) (Relaxin family peptide receptor 3) (Somatostatin- and angiotensin-like peptide receptor),Q9NSD7,RXFP3
731,ENSP00000331831,0.9999491703845845,0.0,1.0,1.0,Q14393,Growth arrest-specific protein 6 (GAS-6) (AXL receptor tyrosine kinase ligand),Q14393,GAS6
732,ENSP00000265162,0.9999480620684529,0.0,1.0,1.0,Q07075,Glutamyl aminopeptidase (EAP) (EC 3.4.11.7) (Aminopeptidase A) (AP-A) (Differentiation antigen gp160) (CD antigen CD249),Q07075,ENPEP
733,ENSP00000227163,0.999947378354346,0.0,1.0,1.0,P17947,Transcription factor PU.1 (31 kDa-transforming protein),P17947,SPI1
734,ENSP00000311032,0.9999465962162921,0.0,1.0,1.0,P42574,Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12],P42574,CASP3
735,ENSP00000234071,0.9999464767513915,1.0,1.0,1.0,P04070,Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide],P04070,PROC
736,ENSP00000450310,0.9999455760765642,0.0,1.0,1.0,Q9NQS5,G-protein coupled receptor 84 (Inflammation-related G-protein coupled receptor EX33),Q9NQS5,GPR84
737,ENSP00000362680,0.9999455010799215,1.0,1.0,1.0,P12931,Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src),P12931,SRC
738,ENSP00000393887,0.9999445209257155,0.0,1.0,1.0,P02765,Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B],P02765,AHSG
739,ENSP00000323929,0.9999440237780792,0.0,1.0,1.0,P01023,Alpha-2-macroglobulin (Alpha-2-M) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5),P01023,A2M
740,ENSP00000345344,0.999943932701849,0.0,1.0,1.0,P07711,Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain],P07711,CTSL
741,ENSP00000256104,0.9999427615545192,0.0,1.0,1.0,P15090,"Fatty acid-binding protein, adipocyte (Adipocyte lipid-binding protein) (ALBP) (Adipocyte-type fatty acid-binding protein) (A-FABP) (AFABP) (Fatty acid-binding protein 4)",P15090,FABP4
742,ENSP00000318077,0.9999425246593323,0.0,1.0,1.0,P33032,Melanocortin receptor 5 (MC5-R) (MC-2),P33032,MC5R
743,ENSP00000239032,0.999940449310909,0.0,1.0,1.0,P49683,Prolactin-releasing peptide receptor (PrRP receptor) (PrRPR) (G-protein coupled receptor 10) (hGR3),P49683,PRLHR
744,ENSP00000267953,0.9999402755475517,0.0,1.0,1.0,Q16548,Bcl-2-related protein A1 (Bcl-2-like protein 5) (Bcl2-L-5) (Hemopoietic-specific early response protein) (Protein BFL-1) (Protein GRS),Q16548,BCL2A1
745,ENSP00000379011,0.9999371138539433,1.0,1.0,1.0,Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform (CPT1-M) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, muscle isoform) (CPT I) (CPTI-M) (Carnitine palmitoyltransferase 1B) (Carnitine palmitoyltransferase I-like protein)",Q92523,CPT1B
746,ENSP00000222248,0.9999362921881862,0.0,1.0,1.0,Q92911,Sodium/iodide cotransporter (Na(+)/I(-) cotransporter) (Natrium iodide transporter) (Sodium-iodide symporter) (Na(+)/I(-) symporter) (Solute carrier family 5 member 5),Q92911,SLC5A5
747,ENSP00000383382,0.9999354706378424,0.0,1.0,1.0,P13224,Platelet glycoprotein Ib beta chain (GP-Ib beta) (GPIb-beta) (GPIbB) (Antigen CD42b-beta) (CD antigen CD42c),P13224,GP1BB
748,ENSP00000371532,0.999935422041164,0.0,1.0,1.0,P98155,Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R),P98155,VLDLR
749,ENSP00000345347,0.99993458911433,0.0,1.0,1.0,P09429,High mobility group protein B1 (High mobility group protein 1) (HMG-1),P09429,HMGB1
750,ENSP00000327048,0.9999334250299801,0.0,1.0,1.0,O75444,Transcription factor Maf (Proto-oncogene c-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog),O75444,MAF
751,ENSP00000371503,0.9999315841219547,0.0,1.0,1.0,P0C862,Complement C1q and tumor necrosis factor-related protein 9A (Complement C1q and tumor necrosis factor-related protein 9),P0C862,C1QTNF9
752,ENSP00000276914,0.9999310430703109,0.0,1.0,1.0,Q99541,Perilipin-2 (Adipophilin) (Adipose differentiation-related protein) (ADRP),Q99541,PLIN2
753,ENSP00000354476,0.9999286161636697,0.0,1.0,1.0,Q12772,Sterol regulatory element-binding protein 2 (SREBP-2) (Class D basic helix-loop-helix protein 2) (bHLHd2) (Sterol regulatory element-binding transcription factor 2) [Cleaved into: Processed sterol regulatory element-binding protein 2 (Transcription factor SREBF2)],Q12772,SREBF2
754,ENSP00000274192,0.9999242479732207,1.0,1.0,1.0,P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1 (EC 1.3.1.22) (SR type 1) (Steroid 5-alpha-reductase 1) (S5AR 1),P18405,SRD5A1
755,ENSP00000219919,0.9999236445924502,0.0,1.0,1.0,O43315,Aquaporin-9 (AQP-9) (Aquaglyceroporin-9) (Small solute channel 1),O43315,AQP9
756,ENSP00000326737,0.999919047258044,0.0,1.0,1.0,Q9NP84,Tumor necrosis factor receptor superfamily member 12A (Fibroblast growth factor-inducible immediate-early response protein 14) (FGF-inducible 14) (Tweak-receptor) (TweakR) (CD antigen CD266),Q9NP84,TNFRSF12A
757,ENSP00000379563,0.9999160020314524,1.0,1.0,1.0,P30536,Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR),P30536,TSPO
758,ENSP00000405330,0.9999154533777341,1.0,1.0,1.0,P03372,Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1),P03372,ESR1
759,ENSP00000368253,0.9999151434576856,0.0,1.0,1.0,P51843,Nuclear receptor subfamily 0 group B member 1 (DSS-AHC critical region on the X chromosome protein 1) (Nuclear receptor DAX-1),P51843,NR0B1
760,ENSP00000215754,0.9999147976509073,0.0,1.0,1.0,P14174,Macrophage migration inhibitory factor (MIF) (EC 5.3.2.1) (Glycosylation-inhibiting factor) (GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase) (EC 5.3.3.12) (Phenylpyruvate tautomerase),P14174,MIF
761,ENSP00000306099,0.9999132850905347,1.0,1.0,1.0,P02675,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain],P02675,FGB
762,ENSP00000430676,0.999910925076519,0.0,1.0,1.0,Q9NPC2,Potassium channel subfamily K member 9 (Acid-sensitive potassium channel protein TASK-3) (TWIK-related acid-sensitive K(+) channel 3) (Two pore potassium channel KT3.2) (Two pore K(+) channel KT3.2),Q9NPC2,KCNK9
763,ENSP00000289153,0.9999105030450545,0.0,1.0,1.0,P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit beta) (PtdIns-3-kinase subunit p110-beta) (p110beta) (Serine/threonine protein kinase PIK3CB) (EC 2.7.11.1)",P42338,PIK3CB
764,ENSP00000308741,0.9999100927732657,0.0,1.0,1.0,O15516,Circadian locomoter output cycles protein kaput (hCLOCK) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 8) (bHLHe8),O15516,CLOCK
765,ENSP00000216780,0.9999090517590842,0.0,1.0,1.0,Q16822,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (PEPCK-M) (EC 4.1.1.32)",Q16822,PCK2
766,ENSP00000299727,0.9999080809078177,0.0,1.0,1.0,P47211,Galanin receptor type 1 (GAL1-R) (GALR-1),P47211,GALR1
767,ENSP00000389241,0.9999078445686604,0.0,1.0,1.0,Q9BPW9,Dehydrogenase/reductase SDR family member 9 (EC 1.1.1.209) (EC 1.1.1.53) (3-alpha hydroxysteroid dehydrogenase) (3-alpha-HSD) (NADP-dependent retinol dehydrogenase/reductase) (RDH-E2) (RDHL) (Retinol dehydrogenase 15) (EC 1.1.1.105) (Short chain dehydrogenase/reductase family 9C member 4) (Short-chain dehydrogenase/reductase retSDR8) (Tracheobronchial epithelial cell-specific retinol dehydrogenase) (RDH-TBE),Q9BPW9,DHRS9
768,ENSP00000397082,0.9999064765648594,0.0,1.0,1.0,Q8IWL2,Pulmonary surfactant-associated protein A1 (PSP-A) (PSPA) (SP-A) (SP-A1) (35 kDa pulmonary surfactant-associated protein) (Alveolar proteinosis protein) (Collectin-4),Q8IWL2,SFTPA1
769,ENSP00000376303,0.9999053918977623,0.0,1.0,1.0,Q8TCG5,"Carnitine O-palmitoyltransferase 1, brain isoform (CPT1-B) (EC 2.3.1.21) (CPT IC) (Carnitine O-palmitoyltransferase I, brain isoform) (CPTI-B) (Carnitine palmitoyltransferase 1C)",Q8TCG5,CPT1C
770,ENSP00000355533,0.999904181348411,0.0,1.0,1.0,Q92736,Ryanodine receptor 2 (RYR-2) (RyR2) (hRYR-2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor),Q92736,RYR2
771,ENSP00000357622,0.9999001235553377,0.0,1.0,1.0,Q53ET0,CREB-regulated transcription coactivator 2 (Transducer of regulated cAMP response element-binding protein 2) (TORC-2) (Transducer of CREB protein 2),Q53ET0,CRTC2
772,ENSP00000005178,0.9998996394928149,0.0,1.0,1.0,Q16654,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 4)",Q16654,PDK4
773,ENSP00000229239,0.9998974366507509,0.0,1.0,1.0,P04406,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-),P04406,GAPDH
774,ENSP00000354826,0.9998965135655523,0.0,1.0,1.0,Q05682,Caldesmon (CDM),Q05682,CALD1
775,ENSP00000352427,0.9998956491696043,0.0,1.0,1.0,P47804,RPE-retinal G protein-coupled receptor,P47804,RGR
776,ENSP00000333203,0.9998918992598734,0.0,1.0,1.0,P05154,Plasma serine protease inhibitor (Acrosomal serine protease inhibitor) (Plasminogen activator inhibitor 3) (PAI-3) (PAI3) (Protein C inhibitor) (PCI) (Serpin A5),P05154,SERPINA5
777,ENSP00000328181,0.9998918402440496,0.0,1.0,1.0,Q13253,Noggin,Q13253,NOG
778,ENSP00000238682,0.9998905019528431,0.0,1.0,1.0,P10600,Transforming growth factor beta-3 proprotein [Cleaved into: Latency-associated peptide (LAP); Transforming growth factor beta-3 (TGF-beta-3)],P10600,TGFB3
779,ENSP00000362116,0.9998850269379035,0.0,1.0,1.0,P20142,Gastricsin (EC 3.4.23.3) (Pepsinogen C),P20142,PGC
780,ENSP00000259608,0.9998839423552858,0.0,1.0,1.0,Q9Y3P8,Signaling threshold-regulating transmembrane adapter 1 (SHP2-interacting transmembrane adapter protein) (Suppression-inducing transmembrane adapter 1) (gp30/40),Q9Y3P8,SIT1
781,ENSP00000266744,0.9998833719990079,0.0,1.0,1.0,P50553,Achaete-scute homolog 1 (ASH-1) (hASH1) (Class A basic helix-loop-helix protein 46) (bHLHa46),P50553,ASCL1
782,ENSP00000338345,0.9998823017712566,0.0,1.0,1.0,P37840,Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP),P37840,SNCA
783,ENSP00000466090,0.9998821340414171,0.0,1.0,1.0,P08246,Neutrophil elastase (EC 3.4.21.37) (Bone marrow serine protease) (Elastase-2) (Human leukocyte elastase) (HLE) (Medullasin) (PMN elastase),P08246,ELANE
784,ENSP00000337354,0.9998794761928641,1.0,1.0,1.0,P38571,Lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),P38571,LIPA
785,ENSP00000261507,0.9998731100284216,0.0,1.0,1.0,Q15800,Methylsterol monooxygenase 1 (EC 1.14.18.9) (C-4 methylsterol oxidase) (Sterol-C4-methyl oxidase),Q15800,MSMO1
786,ENSP00000327417,0.9998729754533601,0.0,1.0,1.0,O43194,G-protein coupled receptor 39,O43194,GPR39
787,ENSP00000334216,0.999871474593799,1.0,1.0,1.0,P51164,Potassium-transporting ATPase subunit beta (Gastric H(+)/K(+) ATPase subunit beta) (Proton pump beta chain),P51164,ATP4B
788,ENSP00000346550,0.9998601846539382,0.0,1.0,1.0,P08133,Annexin A6 (67 kDa calelectrin) (Annexin VI) (Annexin-6) (Calphobindin-II) (CPB-II) (Chromobindin-20) (Lipocortin VI) (Protein III) (p68) (p70),P08133,ANXA6
789,ENSP00000300589,0.999857799336477,0.0,1.0,1.0,Q9HC29,Nucleotide-binding oligomerization domain-containing protein 2 (Caspase recruitment domain-containing protein 15) (Inflammatory bowel disease protein 1),Q9HC29,NOD2
790,ENSP00000341625,0.999857184208169,0.0,1.0,1.0,P00167,Cytochrome b5 (Microsomal cytochrome b5 type A) (MCB5),P00167,CYB5A
791,ENSP00000445002,0.9998562945101243,0.0,1.0,1.0,Q6Q788,Apolipoprotein A-V (Apo-AV) (ApoA-V) (Apolipoprotein A5) (Regeneration-associated protein 3),Q6Q788,APOA5
792,ENSP00000289473,0.9998522721605708,0.0,1.0,1.0,P14598,Neutrophil cytosol factor 1 (NCF-1) (47 kDa autosomal chronic granulomatous disease protein) (47 kDa neutrophil oxidase factor) (NCF-47K) (Neutrophil NADPH oxidase factor 1) (Nox organizer 2) (Nox-organizing protein 2) (SH3 and PX domain-containing protein 1A) (p47-phox),P14598,NCF1
793,ENSP00000245206,0.9998509107003964,0.0,1.0,1.0,P00505,"Aspartate aminotransferase, mitochondrial (mAspAT) (EC 2.6.1.1) (EC 2.6.1.7) (Fatty acid-binding protein) (FABP-1) (Glutamate oxaloacetate transaminase 2) (Kynurenine aminotransferase 4) (Kynurenine aminotransferase IV) (Kynurenine--oxoglutarate transaminase 4) (Kynurenine--oxoglutarate transaminase IV) (Plasma membrane-associated fatty acid-binding protein) (FABPpm) (Transaminase A)",P00505,GOT2
794,ENSP00000252595,0.9998480235065681,0.0,1.0,1.0,Q6PCB7,Long-chain fatty acid transport protein 1 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 1) (FATP-1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Solute carrier family 27 member 1) (Very long-chain acyl-CoA synthetase) (EC 6.2.1.-),Q6PCB7,SLC27A1
795,ENSP00000357156,0.9998462275666441,0.0,1.0,1.0,O43866,CD5 antigen-like (Apoptosis inhibitor expressed by macrophages) (hAIM) (CT-2) (IgM-associated peptide) (SP-alpha),O43866,CD5L
796,ENSP00000249389,0.9998375342791659,0.0,1.0,1.0,P03999,Short-wave-sensitive opsin 1 (Blue cone photoreceptor pigment) (Blue-sensitive opsin) (BOP),P03999,OPN1SW
797,ENSP00000242462,0.9998347284720125,0.0,1.0,1.0,Q9Y4Z2,Neurogenin-3 (NGN-3) (Class A basic helix-loop-helix protein 7) (bHLHa7) (Protein atonal homolog 5),Q9Y4Z2,NEUROG3
798,ENSP00000380638,0.9998339763182935,0.0,1.0,1.0,Q14289,Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK),Q14289,PTK2B
799,ENSP00000328412,0.9998317402968221,0.0,1.0,1.0,P18545,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma (GMP-PDE gamma) (EC 3.1.4.35)",P18545,PDE6G
800,ENSP00000225964,0.9998213827295209,0.0,1.0,1.0,P02452,Collagen alpha-1(I) chain (Alpha-1 type I collagen),P02452,COL1A1
801,ENSP00000359337,0.9998202468934041,1.0,1.0,1.0,P34903,Gamma-aminobutyric acid receptor subunit alpha-3 (GABA(A) receptor subunit alpha-3),P34903,GABRA3
802,ENSP00000378105,0.9998202177363383,0.0,1.0,1.0,Q9H5J4,Elongation of very long chain fatty acids protein 6 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL6) (ELOVL fatty acid elongase 6) (ELOVL FA elongase 6) (Fatty acid elongase 2) (hELO2) (Fatty acyl-CoA elongase) (Long-chain fatty-acyl elongase) (Very long chain 3-ketoacyl-CoA synthase 6) (Very long chain 3-oxoacyl-CoA synthase 6),Q9H5J4,ELOVL6
803,ENSP00000282096,0.9998198470681989,0.0,1.0,1.0,Q13370,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B (EC 3.1.4.17) (CGIPDE1) (CGIP1) (Cyclic GMP-inhibited phosphodiesterase B) (CGI-PDE B)",Q13370,PDE3B
804,ENSP00000310447,0.9998184362456926,0.0,1.0,1.0,Q9UI32,"Glutaminase liver isoform, mitochondrial (GLS) (EC 3.5.1.2) (L-glutaminase) (L-glutamine amidohydrolase)",Q9UI32,GLS2
805,ENSP00000357705,0.9998085904915892,0.0,1.0,1.0,P26447,Protein S100-A4 (Calvasculin) (Metastasin) (Placental calcium-binding protein) (Protein Mts1) (S100 calcium-binding protein A4),P26447,S100A4
806,ENSP00000259407,0.999802835507635,0.0,1.0,1.0,Q14032,Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Bile acid-CoA thioesterase) (Choloyl-CoA hydrolase) (EC 3.1.2.27) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2),Q14032,BAAT
807,ENSP00000342560,0.9997826687131569,1.0,1.0,1.0,Q9Y5N1,Histamine H3 receptor (H3R) (HH3R) (G-protein coupled receptor 97),Q9Y5N1,HRH3
808,ENSP00000430075,0.999774597084717,0.0,1.0,1.0,P23109,AMP deaminase 1 (EC 3.5.4.6) (AMP deaminase isoform M) (Myoadenylate deaminase),P23109,AMPD1
809,ENSP00000355192,0.9997690551282296,0.0,1.0,1.0,Q13698,"Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)",Q13698,CACNA1S
810,ENSP00000363804,0.9997546608341106,0.0,1.0,1.0,O43474,Krueppel-like factor 4 (Epithelial zinc finger protein EZF) (Gut-enriched krueppel-like factor),O43474,KLF4
811,ENSP00000360687,0.9997529090296629,0.0,1.0,1.0,P41222,Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Beta-trace protein) (Cerebrin-28) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (L-PGDS) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2),P41222,PTGDS
812,ENSP00000320866,0.999749697866691,0.0,1.0,1.0,P27797,Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60),P27797,CALR
813,ENSP00000420494,0.9997425123425165,0.0,1.0,1.0,Q9GZY6,Linker for activation of T-cells family member 2 (Linker for activation of B-cells) (Membrane-associated adapter molecule) (Non-T-cell activation linker) (Williams-Beuren syndrome chromosomal region 15 protein) (Williams-Beuren syndrome chromosomal region 5 protein),Q9GZY6,LAT2
814,ENSP00000215832,0.9997405308168444,0.0,1.0,1.0,P28482,Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2),P28482,MAPK1
815,ENSP00000161559,0.9997388684842352,0.0,1.0,1.0,P13688,Carcinoembryonic antigen-related cell adhesion molecule 1 (Biliary glycoprotein 1) (BGP-1) (CD antigen CD66a),P13688,CEACAM1
816,ENSP00000352121,0.9997365925416911,1.0,1.0,1.0,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma) (EC 2.7.1.137) (EC 2.7.1.153) (EC 2.7.1.154) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit gamma) (PtdIns-3-kinase subunit p110-gamma) (p110gamma) (Phosphoinositide-3-kinase catalytic gamma polypeptide) (Serine/threonine protein kinase PIK3CG) (EC 2.7.11.1) (p120-PI3K)",P48736,PIK3CG
817,ENSP00000389255,0.9997315602892825,0.0,1.0,1.0,Q9BXC0,Hydroxycarboxylic acid receptor 1 (G-protein coupled receptor 104) (G-protein coupled receptor 81),Q9BXC0,HCAR1
818,ENSP00000220166,0.9997304599738512,0.0,1.0,1.0,P09668,Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain],P09668,CTSH
819,ENSP00000369286,0.9997226819563702,0.0,1.0,1.0,O95711,Lymphocyte antigen 86 (Ly-86) (Protein MD-1),O95711,LY86
820,ENSP00000416523,0.999722161233265,0.0,1.0,1.0,Q92854,Semaphorin-4D (A8) (BB18) (GR3) (CD antigen CD100),Q92854,SEMA4D
821,ENSP00000368880,0.9997216699933839,0.0,1.0,1.0,Q12778,Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma),Q12778,FOXO1
822,ENSP00000231721,0.999720892479877,0.0,1.0,1.0,Q9NS98,Semaphorin-3G (Semaphorin sem2),Q9NS98,SEMA3G
823,ENSP00000216075,0.9997105618829404,0.0,1.0,1.0,Q9UGB7,Inositol oxygenase (EC 1.13.99.1) (Aldehyde reductase-like 6) (Kidney-specific protein 32) (Myo-inositol oxygenase) (MI oxygenase) (Renal-specific oxidoreductase),Q9UGB7,MIOX
824,ENSP00000436126,0.9997025807573072,0.0,1.0,1.0,P0DJI9,Serum amyloid A-2 protein (SAA2) [Cleaved into: Amyloid A2 protein (AA2)],P0DJI9,SAA2
825,ENSP00000377783,0.9996874743134169,0.0,1.0,1.0,P07225,Vitamin K-dependent protein S,P07225,PROS1
826,ENSP00000246672,0.9996857364652171,0.0,1.0,1.0,P20393,Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1),P20393,NR1D1
827,ENSP00000355180,0.9996834827153926,0.0,1.0,1.0,P12109,Collagen alpha-1(VI) chain,P12109,COL6A1
828,ENSP00000252660,0.999673960001049,0.0,1.0,1.0,P04201,Proto-oncogene Mas,P04201,MAS1
829,ENSP00000253382,0.9996677202932582,0.0,1.0,1.0,Q9NR19,"Acetyl-coenzyme A synthetase, cytoplasmic (EC 6.2.1.1) (Acetate--CoA ligase) (Acetyl-CoA synthetase) (ACS) (AceCS) (Acetyl-CoA synthetase 1) (AceCS1) (Acyl-CoA synthetase short-chain family member 2) (Acyl-activating enzyme) (Propionate--CoA ligase) (EC 6.2.1.17)",Q9NR19,ACSS2
